,분류,공연/행사명,날짜/시간,장소,이용대상,이용요금,홈페이지?주소,대표이미지,유무료
759,영화,[서울역사박물관] 2025 시네마 퀘벡 (Cinema quebec),2025-03-28~2025-03-28,서울역사박물관 1층 야주개홀,전체관람가,,https://museum.seoul.go.kr/www/board/NR_boardView.do?actionMethod=&sortName=&searchVal=&actionUri=&bbsCd=1018&endDt=&searchKey=TITLE___1002&sso=ok&regPwd=N&pageType=&sortOrder=&startDt=&rssYn=&currentPage=&seq=20250225160613985&ctgCd=&showSummaryYn=N,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=295b587135454aed818dc7d3cc0b5a4e&thumb=Y,무료
760,클래식,소프라노 김은희 리사이틀,2025-03-28~2025-03-28,세종문화회관 세종체임버홀,7 세 이상 관람 가능,"전석 20,000원",https://www.sejongpac.or.kr/portal/performance/performance/performTicket.do?performIdx=36110&menuNo=200320,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=ef4e1e540f7f4296b77e981164d17ac3&thumb=Y,유료
761,클래식,[서울시립교향악단] 2025 서울시립교향악단 [우리동네 음악회 관현악],2025-03-28~2025-03-28,관악아트홀,초등학생 이상 관람가,무료,https://gfac.or.kr/site/main/performance/PERFORMANCE/view/213,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=fa21077926354fc5b141839cac6c1e77&thumb=Y,무료
762,콘서트,[강북문화재단] 2025 우이천 야외음악회 [우이천 사계콘서트] #Spring,2025-03-28~2025-03-28,벌리교 야외무대,전체관람가,,https://www.gbcf.or.kr/load.asp?subPage=110.View&page=1&idx=313,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=e77d947ebed34b7eaba3808a071d4be0&thumb=Y,무료
763,교육/체험,[서울공예박물관] Open Studio : 촘촘 직조 코스터 (3월 28일),2025-03-28~2025-03-28,서울공예박물관 전시3동 1층 교육실,공예에 관심있는 모든 시민,,https://craftmuseum.seoul.go.kr/progrm/view/317,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=5f3e2076c0db4655a25174c7bbf1a79d&thumb=Y,무료
764,클래식,[동대문문화재단] 2025 기획공연 [와인et멜로디] 3월 다니엘 린데만,2025-03-28~2025-03-28,선농단역사문화관 지하3층 문화중정,만19세 이상,"30,000원(구민 50% 할인)",https://ddmac.or.kr/sub09/sub01.php?type=view&uid=8386,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=0528a993cf2e44f3b8905ae4e9cead7c&thumb=Y,유료
765,클래식,신윤경 비올라 독주회,2025-03-28~2025-03-28,예술의전당 리사이틀홀 ,초등학생 이상,"전석 20,000원",https://blog.naver.com/clara32/223783190438,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=3db4aeef71014f5e8052e827d3eec1c5&thumb=Y,유료
766,교육/체험,"[한성백제박물관] 2025 상반기 초등단체 대면교육 [백제의 서울, 한성]",2025-03-27~2025-07-04,한성백제박물관 전시실 및 교육실,초등 4~6학년 단체,,https://baekjemuseum.seoul.go.kr/module/index.jsp?boardid=a&code=ED&mmode=content&mpid=SBM0402000000&pid=22575,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=92d0ea8952684fe3956958ca07713f5e&thumb=Y,무료
767,교육/체험,[한성백제박물관] 2025 상반기 초등단체 원격교육 [고구려벽화가 들려주는 역사이야기],2025-03-27~2025-07-04,각 기관,초등 4~6학년 단체,,https://baekjemuseum.seoul.go.kr/module/index.jsp?boardid=a&code=ED&mmode=content&mpid=SBM0402000000&pid=22576&strsearch=&d_s_que=&cpage=1,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=c758471d7840445595b8e231287be6c1&thumb=Y,무료
768,교육/체험,[세종예술아카데미] 이야기가 있는 클래식,2025-03-27~2025-06-05,세종예술아카데미 서클홀,관심있는 누구나,"300,000원",https://www.sejongpac.or.kr/portal/academy/academyProgram/view.do?courseCd=CS102103250170000001&menuNo=200560&searchYear=2025&listType=1&pageIndex=2,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=75ec677443b8466ca87628e3f229ba61&thumb=Y,유료
769,교육/체험,[세종예술아카데미] 미술사가 이 현의 전시와 함께 보는 서양미술사 : 르네상스와 매너리즘,2025-03-27~2025-06-05,세종예술아카데미 서클홀,관심있는 누구나,"350,000원",https://www.sejongpac.or.kr/portal/academy/academyProgram/view.do?courseCd=CS102103250230000008&menuNo=200560&searchYear=2025&listType=1&pageIndex=2,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=07c02b49b74e4fb494e724049523ddf4&thumb=Y,유료
770,전시/미술,2025 성북구립미술관 기획전시 [고동치는 대지: 조문자],2025-03-27~2025-05-25,"성북구립미술관 제 1, 2 전시실",누구나,,https://sma.sbculture.or.kr/sma/exhibition/current.do?mode=view&articleNo=44506&article.offset=0&articleLimit=10,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=630b6eaf213047618ac80e9219976947&thumb=Y,무료
771,교육/체험,[세종예술아카데미] 당신의 말이 당신을 말한다,2025-03-27~2025-05-15,세종예술아카데미 서클홀,관심있는 누구나,"210,000원",https://www.sejongpac.or.kr/portal/academy/academyProgram/view.do?courseCd=CS102103250230000014&menuNo=200560&searchYear=2025&listType=1&pageIndex=2,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=bcf70064db7a487a9be12bc442b3bd96&thumb=Y,유료
772,전시/미술,구민지 개인전 [시간을 넘어 깨어나는 존재 : Ethereal Awakening],2025-03-27~2025-05-03,갤러리 자유,누구나,무료,https://blog.naver.com/galleryjayu,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=88c9efbacb9d41a2af49b06359b28ac3&thumb=Y,무료
773,연극,"요새는 아무도 하려 하지 않는 그, 윷놀이",2025-03-27~2025-04-06,대학로예술극장 소극장,누구나,"전석 40,000원",https://theater.arko.or.kr/product/performance/259228,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=dea3c7f9dac643abbf27ccf23740ac9f&thumb=Y,유료
774,전시/미술,2025 내나라 여행박람회,2025-03-27~2025-03-30,SETEC 1?2?3전시장,국내여행에 관심있는 전국민 누구나,"사전등록시 무료입장 가능, 현장등록시 5,000원",http://naenara.or.kr/,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=832ff5a46e624813b83d7d216ba3e00e&thumb=Y,유료
775,클래식,[서울시립교향악단] 2025 서울시향 우리동네 음악회 관현악 - 강동구,2025-03-27~2025-03-27,강동아트센터 대극장 한강,초등학생 이상 관람가,무료,https://www.seoulphil.or.kr/perf/view?perfNo=6676&calendarDate=2025/03/27&langCd=ko&menuFlag=MFLG0001,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=1d13d8bd488b45d6a3ed2f3e3cd200de&thumb=Y,무료
776,독주/독창회,이상회 비올라 독주회 - 비올라의 그림자,2025-03-27~2025-03-27,세종체임버홀,7세 이상 관람 가능 (2018년 이전 출생자),"전석 30,000원",https://www.sejongpac.or.kr/portal/performance/performance/performTicket.do?performIdx=36084&menuNo=200320,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=fe74857e8e0e4def8fa29c4ea7b91054&thumb=Y,유료
777,교육/체험,[금천문화재단] 더(The) 작은 공연장 공연 연계 워크숍,2025-03-27~2025-03-27,MJ산부인과 9층 문화센터,임신부,,https://gcfac.or.kr/board/perforNoticeDetail?notice_gb=&board_seq=8654&gcfac_menu_cd=U0016&currRow=1&scType=all&srch_input=,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=b7e7583a27b04ed287927553dc02b057&thumb=Y,무료
778,교육/체험,[구립증산정보도서관] 찾아가는 깜짝공연 [요리조리 벌룬셰프가 들려주는 동화이야기],2025-03-27~2025-03-27,2층 소강당,이용자 누구나 76명 (가족단위),,https://www.jsplib.or.kr/culture/event.asp?mode=view&lecture_seq=2185&listname=normal,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=3d61c358a7884d4488d7902751b8924c&thumb=Y,무료
779,교육/체험,[어린이청소년 국학도서관] 낭만필사,2025-03-26~2025-12-31,어린이청소년 국학도서관 세미나실,성인,,https://www.jfac.or.kr/site/main/program/educ_all_list_view?pgIdx=2367,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=5b45db1f6ac34f7a96a79b30b78e68b5&thumb=Y,무료
780,교육/체험,"[서울기록원] 시니어, 문화소외층 대상 찾아가는 프로그램 [기록으로 기억을 잇다!]",2025-03-26~2025-08-30,신청 기관(단체) 내 교육실,"성인, 어르신",무료,https://archives.seoul.go.kr/exhibitions-programs/programs/4900,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=1731e17831d34daa84e18bba8ad6d450&thumb=Y,무료
781,교육/체험,[청계천박물관] 2025년 상반기 온라인 교육 프로그램 [톡톡톡 청계천],2025-03-26~2025-06-25,각 기관,지역아동센터 및 초등학교 돌봄교실 등 어린이 단체,,https://museum.seoul.go.kr/cgcm/board/NR_boardList.do?bbsCd=1064,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=2ca0177a06444099b387596f3099cc8b&thumb=Y,무료
782,교육/체험,[세종문화회관] 클래식 최고위과정 4기,2025-03-26~2025-06-18,세종문화회관 세종예술아카데미 서클홀 ,관심있는 누구나,"5,900,000원",https://www.sejongpac.or.kr/portal/academy/academyProgram/view.do?courseCd=CS102103250690000024&menuNo=200560&searchYear=2025&listType=1&pageIndex=2,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=d4a2c0961abd4bfa8f993405e62cce00&thumb=Y,유료
783,교육/체험,[세종예술아카데미] 클래식 브런치,2025-03-26~2025-05-28,세종예술아카데미 서클홀,관심있는 누구나,"300,000원",https://www.sejongpac.or.kr/portal/academy/academyProgram/view.do?courseCd=CS102103250230000016&menuNo=200560&searchYear=2025&listType=1&pageIndex=1,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=455320f9945b48e7a919bfa30d79d813&thumb=Y,유료
784,교육/체험,[세종예술아카데미] 어반드로잉(심화),2025-03-26~2025-05-18,세종예술아카데미 스퀘어홀,관심있는 누구나,"500,000원",https://www.sejongpac.or.kr/portal/academy/academyProgram/view.do?courseCd=CS102103250220000006&menuNo=200560&searchYear=2025&listType=1&pageIndex=1,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=deb6aaa8f7d04a53b6d1306166750f59&thumb=Y,유료
785,축제-자연/경관,2025년 응봉산 개나리 축제,2025-03-26~2025-03-30,응봉산 팔각정,시민 누구나,,https://www.sdfac.or.kr/kor/sdfac/board/noti_view.do?page=1&b_idx=7978&bbs_id=noti&article_category=&searchCnd=3&searchWrd=,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=75d8a6ec181745128edab37af1b2d3c3&thumb=Y,무료
786,연극,[성북문화재단] 미아리고개예술극장 10주년 공동기획공연 [바냐 아저씨],2025-03-26~2025-03-30,미아리고개예술극장 (서울 성북구 동소문로 177),만 13세 이상,,https://www.sbculture.or.kr/culture/main/contents.do?menuNo=500187,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=6459a96a795d45f69288ef99459776a6&thumb=Y,무료
787,교육/체험,[서울남산국악당] 청년국악교육 [무대기술교육-음향 기초],2025-03-26~2025-03-27,서울남산국악당,전체관람가,,https://www.hanokmaeul.or.kr/ko/g/perf/%ec%b2%ad%eb%85%84%ea%b5%ad%ec%95%85%ea%b5%90%ec%9c%a1-%eb%ac%b4%eb%8c%80%ea%b8%b0%ec%88%a0%ea%b5%90%ec%9c%a1-%ec%9d%8c%ed%96%a5-%ea%b8%b0%ec%b4%88,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=7439e64acd4e4253a0dce9eea7490cb7&thumb=Y,무료
788,영화,[성동문화재단] 2025 성동 필름 페스타 [세계 영화 상영회 1회차],2025-03-26~2025-03-26,성수아트홀(뚝섬역 6번 출구 방향),누구나,무료(사전신청 필수) ,https://www.sdfac.or.kr/kor/sdfac/performance/plan_view.do?p_idx=1226&page=1&p_kind=&s_idx=&s_keyword=,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=0b0996e2a57347caba919d9613f6ca32&thumb=Y,무료
789,콘서트,"[편지문학관] 2025. 편지 낭독 콘서트 [편지의 밤: 사유의 꽃, 시(詩)]",2025-03-26~2025-03-26,도봉구민회관 3층 소공연장,누구나,,https://letter.dobong.or.kr/forum/ilban-gesipan/2025-pyeonji-nangdog-konseoteu-pyeonjiyi-bam-sayuyi-ggoc-si-shi-sinceong-annae,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=81c9b9005f864b23a3c538918e23a530&thumb=Y,무료
790,콘서트,[강서문화원] 그 시절 우리가 사랑했던 팝,2025-03-26~2025-03-26,강서아트리움,7세 이상 관람가,,https://culture.gangseo.seoul.kr/gsfc/culture/gsculture/perform/view.do?cultureSn=141&menuNo=800064,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=53f583be946a4974869acc37a00f8fd1&thumb=Y,무료
791,교육/체험,[구립증산정보도서관] 3월 책 읽어주는 사서 [책으로 자라는 꿈나무],2025-03-26~2025-03-26,구립증산정보도서관 1층 가족열람실,4~7세 유아 누구나,,https://www.jsplib.or.kr/culture/event.asp?mode=view&lecture_seq=2186&listname=normal,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=5f752f580329456e8a6ab2b79d568bbc&thumb=Y,무료
792,클래식,2025년 공연장 상주단체지원사업 [The classic in my life],2025-03-26~2025-03-26,용산구청 아트홀,서울시민 누구나,,https://www.yongsan.go.kr/portal/bbs/B0000041/view.do?nttId=689807&menuNo=200228&pageUnit=10&pageIndex=1,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=56b433472e694adcb70d77bedd661368&thumb=Y,무료
793,교육/체험,[구립증산정보도서관] 2025 책과 함께하는 [어린이별별과학놀이터],2025-03-26~2025-03-26,3층 어린이열람실,어린이 이용자 누구나,,https://www.jsplib.or.kr/culture/event.asp?mode=view&lecture_seq=2188&listname=normal,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=667483ed11804395b5dc74cd6249ae0e&thumb=Y,무료
794,콘서트,[노들섬] 노들인디션 VOL.1 까치산 단독공연 초면 [임의 추첨 좌석제 운영 안내],2025-03-26~2025-03-26,노들섬 라이브하우스,누구나,,https://nodeul.org/program/%eb%85%b8%eb%93%a4%ec%9d%b8%eb%94%94%ec%85%98-vol-1-%ea%b9%8c%ec%b9%98%ec%82%b0-%eb%8b%a8%eb%8f%85%ea%b3%b5%ec%97%b0-%ec%b4%88%eb%a9%b4%e3%80%88%ec%9e%84%ec%9d%98-%ec%b6%94%ec%b2%a8-%ec%a2%8c/,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=5c6798c8ef604ec1955d0b5f2f069bcc&thumb=Y,무료
795,전시/미술,2025 서울문화재단 신당창작아케이드 노들섬 상설전시 아뜰리에 [어쩌다 마주친 공예],2025-03-25~2025-12-31,노들서가,누구나,,https://nodeul.org/program/%ec%95%84%eb%9c%b0%eb%a6%ac%ec%97%90%e3%80%88%ec%96%b4%ec%a9%8c%eb%8b%a4-%eb%a7%88%ec%a3%bc%ec%b9%9c-%ea%b3%b5%ec%98%88%e3%80%89-2/,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=6108eefdf39f4b46a2f5c78212f3c79a&thumb=Y,무료
796,교육/체험,[서울시립과학관] 2025년 학교단체를 위한 돋보기 프로그램 운영안내,2025-03-25~2025-07-18,서울시립과학관,"초등학교 3학년 ~ 고등학교 2학년의, 20명~30명의 단체",관람료 (홈페이지 참고),https://science.seoul.go.kr/board/normal/read?menuId=21&bbsId=1&searchBbsCd=normal&searchSeq=1751&curPage=1&searchType=title&searchWord=,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=6208d4f8ebd148d0b6f325d9891a2b8c&thumb=Y,유료
797,교육/체험,[세종예술아카데미] 히든보이스,2025-03-25~2025-07-08,세종예술아카데미 서클홀,관심있는 누구나,"450,000원",https://www.sejongpac.or.kr/portal/academy/academyProgram/view.do?courseCd=CS102103250220000004&menuNo=200560&searchYear=2025&listType=1&pageIndex=1,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=3205a8242c35496e9d9a661d1832906b&thumb=Y,유료
798,교육/체험,[한성백제박물관] 2025 상반기 초등단체 대면교육 [한강유역의 삼국 이야기],2025-03-25~2025-07-02,한성백제박물관 전시실 및 교육실,초등 4~6학년 단체,,https://baekjemuseum.seoul.go.kr/module/index.jsp?boardid=a&code=ED&mmode=content&mpid=SBM0402000000&pid=22573&strsearch=&d_s_que=&cpage=1,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=4e3647067e5f4e0c911ec593430c01e7&thumb=Y,무료
799,교육/체험,[세종예술아카데미] 연극을 읽다,2025-03-25~2025-06-24,세종예술아카데미 서클홀,관심있는 누구나,"420,000원",https://www.sejongpac.or.kr/portal/academy/academyProgram/view.do?courseCd=CS102103250230000019&menuNo=200560&searchYear=2025&listType=1&pageIndex=1,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=4c4a9f561e9846da9bfd790620749aca&thumb=Y,유료
800,교육/체험,우리옛돌박물관 [해설이 있는 박물관 산책],2025-03-25~2025-05-31,우리옛돌박물관 실내외 전시장,누구나,홈페이지 참고,http://www.koreanstonemuseum.com/bbs/board.php?bo_table=pk_b05_01&wr_id=128,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=97ed979191834b43b91346f6de2c9f26&thumb=Y,유료
801,교육/체험,[서울백제어린이박물관] 어린이백제연구소 [땅속 백제 보물찾기 대작전!],2025-03-25~2025-04-23,서울백제어린이박물관,초등학교 2~3학년 학급,,https://yeyak.seoul.go.kr/web/reservation/selectReservView.do?rsv_svc_id=S250219172931129761,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=1b2547ff1f2a40a08e28f6a44c0096a6&thumb=Y,무료
802,전시/미술,적선積善하다 : 빛으로 그린 어진 마음이 사물을 이루고,2025-03-25~2025-04-04,성곡미술관 2관,누구나,,https://metaphorseoul.com/37342688,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=bf10e52610374b3d8489f0a74e8e2abc&thumb=Y,무료
803,전시/미술,[운현궁] 2025 기획전시 [희념(希念)],2025-03-25~2025-03-30,운현궁 기획전시실,누구나,,https://www.unhyeongung.or.kr/sub/prpgram/exhibition_list.php?abmode=view&no=1575&group=basic&code=B35,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=ac5d797569ab4256930c0e324d1b3455&thumb=Y,무료
804,연극,[성동문화재단] 연극 [Being Leonardo da Vinci - An impossible interview],2025-03-25~2025-03-25,성수아트홀,초등학생이상,,https://www.sdfac.or.kr/kor/sdfac/performance/plan_view.do?p_idx=1243&page=1&p_kind=&s_idx=&s_keyword=,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=ad1b081422394f10802a8b6a7e8a0f0d&thumb=Y,무료
805,교육/체험,[구립증산정보도서관] 3.1절 기념 프로그램 [1919년으로의 시간여행],2025-03-25~2025-03-25,구립증산정보도서관 지하 문화강좌실,초등 2~4학년 어린이 12명,,https://www.jsplib.or.kr/culture/event.asp?mode=view&lecture_seq=2180&listname=normal,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=f5e2a0021e524411b64a9f242030d7c0&thumb=Y,무료
806,교육/체험,[세종문화회관] 세종예술아카데미 2025 상반기 문화예술교육 정규강좌,2025-03-24~2025-07-19,세종문화회관 세종예술아카데미,성인,프로그램별 요금 상이,https://www.sejongpac.or.kr/portal/academy/academyProgram/list.do?menuNo=200560,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=13025c23c64f425ca5bb08cb1c0366b2&thumb=Y,유료
